dz_label,int_geog,overall_deprivation_rank_2004,overall_deprivation_rank_2006,overall_deprivation_rank_2009,overall_deprivation_rank_2012,income_deprivation_rank_2004,income_deprivation_rank_2006,income_deprivation_rank_2009,income_deprivation_rank_2012,employment_deprivation_rank_2004,employment_deprivation_rank_2006,employment_deprivation_rank_2009,employment_deprivation_rank_2012,health_deprivation_rank_2004,health_deprivation_rank_2006,health_deprivation_rank_2009,health_deprivation_rank_2012,education_deprivation_rank_2004,education_deprivation_rank_2006,education_deprivation_rank_2009,education_deprivation_rank_2012,housing_deprivation_rank_2004,housing_deprivation_rank_2006,housing_deprivation_rank_2009,housing_deprivation_rank_2012,crime_deprivation_rank_2006,crime_deprivation_rank_2009,crime_deprivation_rank_2012
S01003025,Carmunnock South,4812,4766,4557,4963,4420,3949,4639,4776,3930,4717,4243,4834,4227,4466,4578,5194,6073,5835,6043,5828,4157,4157,4157,4157,4070,3208,4491
S01003026,Carmunnock South,1507,1468,502,920,1389,1033,283,435,1611,1725,599,1869,736,907,387,583,4141,3465,2861,2389,1713,1713,1713,1713,2302,750,1378
S01003027,Darnley East,4251,4739,4989,5378,4032,4394,4285,4746,4947,4810,5619,4954,4840,3852,4494,5264,4360,4808,5379,5429,2284,2284,2284,2284,4645,5606,5408
S01003028,Glenwood South,94,123,277,122,53,91,195,172,102,204,355,196,124,112,197,81,267,224,499,133,1029,1029,1029,1029,2715,1485,508
S01003029,Carmunnock South,49,156,253,392,44,143,261,459,67,137,259,405,59,74,248,292,328,779,565,693,547,547,547,547,2583,1293,1126
S01003030,Glenwood South,70,480,483,533,36,330,345,315,107,474,368,346,122,406,600,1051,130,723,932,1096,1242,1242,1242,1242,3978,3478,2512
S01003031,Glenwood South,92,2755,3595,3870,179,6473,6504,6502,126,6490,6503,6503,14,3585,6496,3061,399,28,73,762,146,146,146,146,1884,6493,6487
S01003032,Glenwood South,141,435,384,523,214,586,503,469,268,1075,577,956,112,280,225,625,151,114,213,253,299,299,299,299,513,1159,2027
S01003033,Glenwood South,152,171,321,345,204,215,238,290,164,194,293,300,143,203,781,1501,296,71,229,155,518,518,518,518,3721,2008,1230
S01003034,Darnley East,2752,3398,2989,3175,2880,3315,2574,2846,3015,3103,2661,2528,2348,3059,3032,3617,2662,3233,3327,3893,1349,1349,1349,1349,4558,4776,3201
S01003035,Glenwood South,112,229,296,295,103,272,281,335,151,376,372,323,188,143,128,347,319,352,823,295,839,839,839,839,210,561,1606
S01003036,Glenwood South,50,72,77,56,115,87,91,57,21,61,63,30,28,35,34,67,166,161,434,362,605,605,605,605,3296,1380,1150
S01003037,Darnley West,3283,3453,3357,3997,3348,4350,2721,4211,3514,4469,5003,5113,2743,2160,2536,2730,3163,3139,3703,3848,1118,1118,1118,1118,3615,4728,3759
S01003038,Darnley West,4660,4746,3828,4057,4254,4477,2754,2928,4610,4759,4148,3867,4504,4362,4767,5078,3233,3277,4423,4182,3602,3602,3602,3602,5684,5226,4828
S01003039,Darnley East,277,429,364,614,238,224,201,358,313,505,318,548,410,620,581,1055,315,769,760,803,724,724,724,724,1139,1885,2049
S01003040,Castlemilk,577,978,864,609,784,874,779,415,631,903,595,453,593,889,914,448,405,883,1218,1660,725,725,725,725,3134,3530,2877
S01003041,Darnley West,3990,3782,3279,3930,3923,3686,2418,3346,3907,4044,4115,3706,3815,3661,3709,4539,3321,3273,3747,3995,3036,3036,3036,3036,5020,3969,3979
S01003042,Glenwood North,42,67,62,62,22,30,64,53,136,115,120,66,149,105,82,171,29,166,75,278,1336,1336,1336,1336,1540,1002,527
S01003043,Glenwood North,35,3,6,22,15,3,7,35,155,29,34,80,128,14,11,62,15,16,46,26,541,541,541,541,407,344,134
S01003044,Glenwood North,27,53,72,64,27,64,98,74,70,83,89,87,32,19,16,20,102,222,397,460,545,545,545,545,106,271,259
S01003045,Darnley East,326,374,315,334,177,327,349,408,263,268,269,327,587,271,212,178,829,899,405,429,1764,1764,1764,1764,1269,1179,1193
S01003046,Glenwood North,507,892,1304,1266,723,977,1424,1231,941,1439,1871,1542,457,475,1273,1542,115,609,736,866,1785,1785,1785,1785,2582,1357,1423
S01003047,Carmunnock South,200,277,193,132,205,237,109,48,282,492,312,308,197,282,320,199,231,126,218,160,392,392,392,392,1348,1247,1355
S01003048,Castlemilk,247,368,378,280,416,361,536,239,338,351,185,155,181,446,372,605,150,252,665,598,289,289,289,289,2607,1261,3310
S01003049,Castlemilk,106,151,82,74,91,125,40,23,60,139,97,51,105,231,252,125,596,200,127,711,741,741,741,741,2212,2105,1661
S01003050,Carmunnock North,4341,4993,5142,5407,4789,5036,5637,5527,3420,3649,4125,4482,3962,4636,4237,5116,4054,4618,4309,4752,2743,2743,2743,2743,4288,4212,6161
S01003051,Darnley North,710,854,900,1287,380,493,515,1345,989,1376,1458,1445,1036,1200,1057,1030,1107,956,836,826,1498,1498,1498,1498,1415,2435,2680
S01003052,Castlemilk,221,261,400,264,288,273,356,145,139,135,262,286,266,338,341,231,386,831,1079,1104,943,943,943,943,639,1257,1253
S01003053,Darnley North,2094,2908,2754,2624,2604,2472,1920,2184,3201,3576,3646,3016,1807,2682,2611,1971,1209,2173,2455,2535,2123,2123,2123,2123,3733,2385,3863
S01003054,Castlemilk,1993,1704,1581,1414,2203,1469,1672,1836,2268,1924,1613,1554,1152,1520,1297,453,1734,1904,1726,1730,938,938,938,938,824,575,936
S01003055,Carnwadric West,187,352,330,222,180,255,330,343,124,324,285,185,346,359,171,87,321,772,670,545,618,618,618,618,1123,1850,1231
S01003056,Darnley East,165,147,293,260,108,48,166,258,335,290,552,348,254,258,440,1276,99,294,177,36,529,529,529,529,589,985,737
S01003057,Castlemilk,3150,2647,2384,2369,3381,2682,1727,1637,3562,2906,3074,2698,3834,3333,2715,3045,1450,1056,1558,2428,868,868,868,868,2336,2240,2141
S01003058,Darnley West,314,885,1039,1364,502,861,1006,2017,449,1129,1697,1582,267,1492,741,1120,205,829,964,897,90,90,90,90,538,1689,1989
S01003059,Muirend and Old Cathcart,5304,5504,5401,5659,5310,4748,4254,4757,4545,4723,5219,5563,4198,4076,4152,3767,5262,5884,5822,5727,4205,4205,4205,4205,5437,4925,5700
S01003060,Glenwood North,123,512,916,1205,90,510,829,1214,127,739,1348,1475,129,223,523,789,653,630,768,1085,1204,1204,1204,1204,2183,2713,1966
S01003061,Carmunnock North,4609,5017,5234,5046,5288,5348,5565,5055,3881,3689,4277,3818,4253,4367,5141,5353,4149,4319,4177,4489,1499,1499,1499,1499,5799,3617,5178
S01003062,Darnley North,2069,1933,2081,2132,2577,2433,2230,2148,2452,2424,3068,2959,1609,1441,1133,960,1773,2961,3054,3556,617,617,617,617,698,1158,1701
S01003063,Castlemilk,2290,3263,2746,2258,2600,2693,2328,1968,2655,3694,3086,2806,2016,2653,2549,2300,1658,2650,2107,1981,735,735,735,735,3902,2860,1102
S01003064,Carnwadric West,140,190,270,174,225,194,320,325,134,198,329,136,115,130,161,121,140,509,468,435,494,494,494,494,375,311,404
S01003065,Muirend and Old Cathcart,3032,3884,3449,3180,2956,3399,2598,2814,3141,3044,3158,2724,2669,3645,3141,2853,3021,4369,4320,3892,601,601,601,601,4165,3639,2285
S01003066,Muirend and Old Cathcart,5249,6008,6095,6050,5607,5555,5824,5702,4395,5135,5553,5121,4434,5343,5102,5300,4801,4930,5221,5733,4825,4825,4825,4825,6018,5354,5371
S01003067,Carmunnock North,4179,4312,4421,4163,4542,4319,4489,3974,3320,4007,3516,3725,3092,3748,3992,3708,3895,4133,4158,4201,3367,3367,3367,3367,753,1667,1239
S01003068,Carmunnock North,5588,5413,5449,6054,5666,5183,5161,5456,5123,5007,4942,5603,3817,4988,5027,5068,6085,5615,6242,6427,3196,3196,3196,3196,2624,3280,5868
S01003069,Carnwadric East,1470,1969,2279,2166,1300,1542,2035,1795,1276,2036,2111,2227,1481,1984,2215,2555,3030,2521,2836,2045,500,500,500,500,4681,4107,2822
S01003070,Carnwadric East,1710,2569,2398,2092,1992,2192,1724,1519,1694,2524,2912,2199,1812,2482,1997,2328,1723,2636,2703,2344,311,311,311,311,4983,4022,3362
S01003071,Muirend and Old Cathcart,5897,6279,5522,5694,5829,5467,4713,4985,6132,6238,5297,5466,3899,5840,5106,4263,6139,6294,5807,6150,5982,5982,5982,5982,4771,5025,4492
S01003072,Carnwadric West,500,890,651,551,509,736,435,572,573,1155,721,490,674,751,697,754,383,759,883,395,757,757,757,757,2298,2348,2329
S01003073,Kingspark South,3717,4145,3038,3194,3820,3519,2140,2488,4133,4315,3472,3327,3310,3720,2870,3495,2039,2655,3026,3032,1641,1641,1641,1641,4368,2148,2999
S01003074,Newlands,6106,6322,6123,5886,5658,5601,4940,4814,5636,6131,5896,5515,5097,6002,6245,5567,6163,6153,6273,6319,5935,5935,5935,5935,4140,4893,4179
S01003075,Kingspark South,2486,2560,1988,1999,2741,2071,1352,1550,2698,2962,2637,2723,2114,2147,2052,2585,2034,1943,2112,1715,682,682,682,682,3135,974,520
S01003076,Carnwadric West,166,355,44,14,167,216,41,34,277,402,69,38,462,694,138,148,75,599,166,56,371,371,371,371,1555,314,111
S01003077,Carnwadric East,592,1351,1288,1027,810,1083,870,717,635,1387,1490,1130,1232,2081,1621,1376,603,1776,2023,1813,86,86,86,86,1929,2281,2384
S01003078,Muirend and Old Cathcart,3593,4378,4413,3596,2998,3356,3626,2642,3647,3768,3845,3001,2951,4458,3864,3518,4476,4257,3975,4400,2913,2913,2913,2913,4874,5538,4460
S01003079,Muirend and Old Cathcart,4485,5194,4980,4728,4580,4635,4562,3916,4414,4585,4348,4252,2645,4026,4015,4210,5043,5772,5341,5506,1933,1933,1933,1933,3856,3065,2039
S01003080,Kingspark South,3419,3947,3528,2930,3086,3129,2885,2899,4516,4328,4075,3071,3633,4623,3485,2686,2079,2884,2460,2511,1030,1030,1030,1030,2304,2892,3349
S01003081,Carnwadric West,4329,4985,4337,4851,3722,4594,2569,3807,5019,5460,5062,4722,4487,5030,5503,5780,2630,3087,3911,3912,5136,5136,5136,5136,4072,4679,6024
S01003082,Nitshill,213,130,256,230,117,236,360,401,447,455,748,567,328,23,75,196,90,52,45,57,913,913,913,913,199,829,547
S01003083,Nitshill,558,381,488,405,595,313,417,571,952,489,666,539,987,577,513,230,138,451,684,529,504,504,504,504,1227,1095,608
S01003084,Nitshill,176,257,267,368,381,311,365,370,110,85,130,381,198,318,308,300,117,1186,457,533,1124,1124,1124,1124,1171,1950,1272
S01003085,Cathcart,5260,5072,5128,5485,5103,4603,4996,5336,4690,4648,4480,4871,4365,4712,4027,4677,5676,5741,5397,6010,1937,1937,1937,1937,2764,4360,3670
S01003086,Newlands,3446,3651,3353,3864,2857,2695,2108,3113,2546,3373,3127,3244,4103,4167,3831,3957,4529,4884,4469,4405,5334,5334,5334,5334,1234,3367,2369
S01003087,Kingspark South,2928,3113,3513,3275,2799,2538,2710,2838,3358,3820,3618,3031,3007,3626,4589,4462,2176,1668,2415,2346,862,862,862,862,2135,2652,3738
S01003088,Nitshill,170,137,130,92,79,42,72,75,252,340,343,298,442,311,188,98,195,370,153,78,844,844,844,844,732,924,345
S01003089,Newlands,5591,5256,4831,5047,4967,4625,4140,4459,4748,4435,3844,4205,4720,5202,4651,4855,5489,5604,5332,5259,5078,5078,5078,5078,2337,3545,2575
S01003090,Merrylee and Millbrae,2436,2731,2131,2260,2451,2302,1851,1644,2405,2560,1863,2021,1671,2493,2171,2222,4076,3079,2959,4139,1154,1154,1154,1154,5622,4009,4125
S01003091,Kingspark South,2986,3938,3207,3211,3170,3202,2369,2844,3522,3993,3273,3404,3159,4231,4102,4329,1809,2593,2431,1665,835,835,835,835,4293,2604,3474
S01003092,Carnwadric East,1351,2011,1930,1857,1520,1844,1369,1654,1411,1987,2003,1961,2035,2594,2483,2172,1380,2057,2334,1692,452,452,452,452,2904,4508,3305
S01003093,Newlands,545,715,618,635,624,535,554,734,417,430,284,349,970,1252,1016,698,1116,1532,1702,1324,302,302,302,302,4024,3402,3633
S01003094,Merrylee and Millbrae,3201,2768,2829,2488,3113,2235,2513,2182,3280,2946,2841,2351,2066,1579,1548,1530,4011,4307,4287,4379,1369,1369,1369,1369,2872,2699,2519
S01003095,Newlands,6333,6336,6257,6380,5506,5688,5528,6026,6094,6248,6447,6318,5726,6377,6303,5814,6291,5942,5628,6330,6062,6062,6062,6062,3420,3672,4316
S01003096,Kingspark South,4196,3973,3623,3883,4524,4179,3071,4129,2873,2814,3218,2947,3397,3818,4012,3679,4454,4295,3448,3778,4596,4596,4596,4596,2182,1976,1690
S01003097,Crookston South,209,1786,2886,2297,172,2156,3478,3406,361,3120,3987,3321,339,2210,4954,5612,74,317,307,139,1684,1684,1684,1684,2180,3859,2116
S01003098,Cathcart,1107,1993,1906,1545,1323,2184,1970,1833,1008,1806,1796,1796,1180,2436,2694,2458,1706,1486,1263,444,48,48,48,48,3335,3302,1761
S01003099,Nitshill,167,254,404,335,130,290,403,171,203,406,484,292,221,168,247,1220,190,205,594,681,1026,1026,1026,1026,644,631,695
S01003100,Newlands,2031,2113,2137,2287,2219,1639,1665,2158,1907,2204,2255,2484,1835,1971,1870,1943,2786,2715,2590,2008,287,287,287,287,3888,4185,4826
S01003101,Crookston South,489,800,747,953,478,619,700,981,722,1002,868,953,532,1277,471,1187,236,613,815,588,1130,1130,1130,1130,1369,2178,1286
S01003102,Kingspark North,4337,4405,4120,4294,4397,4211,4166,3875,3832,3590,3573,3767,3941,4147,2959,4043,3577,3446,3677,3810,2542,2542,2542,2542,4272,3506,3252
S01003103,Kingspark North,5244,5414,5308,5410,5873,5124,5203,5162,3977,4611,4339,4826,3565,4582,4061,3517,4763,4945,5295,5470,4813,4813,4813,4813,4782,4672,3299
S01003104,Pollokshaws,654,797,828,705,930,662,799,529,567,655,723,796,469,760,887,373,1029,1589,1128,1609,711,711,711,711,1754,1331,1638
S01003105,Kingspark North,3070,3574,3087,2873,2102,2658,2420,1872,3576,3747,3426,2970,3710,3557,2636,2956,2819,3098,2965,3195,1188,1188,1188,1188,2985,2210,3407
S01003106,Newlands,5852,5657,5475,5613,5407,4985,4333,4872,5499,5344,5869,5565,3472,4192,3750,3836,5650,5749,6248,6119,4346,4346,4346,4346,3667,2809,2523
S01003107,Crookston South,286,595,466,286,194,472,415,337,569,730,626,263,531,809,446,969,136,625,399,172,910,910,910,910,2065,1813,1511
S01003108,Cathcart,1338,1742,1759,1399,1720,2003,1439,1253,1405,1754,1402,1096,863,1349,2274,1699,2069,1706,2798,2053,49,49,49,49,3173,4340,2449
S01003109,Merrylee and Millbrae,5507,5429,5631,5729,5187,5131,5358,5711,5289,4931,5360,5281,4130,5167,5596,5722,5892,5612,5304,5486,4311,4311,4311,4311,4675,4653,4600
S01003110,Merrylee and Millbrae,5942,6237,6161,5996,5813,5912,5962,5551,5792,5964,5582,5878,3670,5153,5481,5365,6221,6324,6261,6249,6074,6074,6074,6074,4811,4759,4668
S01003111,Nitshill,223,293,232,188,254,401,366,361,273,364,209,311,305,209,182,75,108,306,183,196,710,710,710,710,449,947,154
S01003112,Cathcart,4558,4911,4444,4613,4675,4321,3852,4115,3786,4009,3553,3740,3295,4345,3272,3421,4629,5385,5654,5668,1864,1864,1864,1864,4173,4109,2962
S01003113,Kingspark North,4608,4573,4703,4792,4809,4182,4287,4662,4477,4157,4094,4458,4171,4863,4664,4694,2430,3063,3743,3888,2975,2975,2975,2975,4582,4471,2335
S01003114,Mount Florida,3649,4109,3783,3639,3574,4029,3108,3210,3106,3701,3916,3408,3699,3769,3336,3149,2615,3185,3041,3454,2048,2048,2048,2048,2878,2736,2299
S01003115,Pollokshaws,3568,3322,4089,4267,3189,2847,3027,3374,3309,3162,4738,4793,2184,2924,3745,3946,5339,4709,3639,3795,1316,1316,1316,1316,1210,2085,2040
S01003116,Cathcart,1659,2068,2192,1738,1612,1660,1726,1676,1985,2237,2433,1969,1470,2161,1729,1250,2531,2327,2868,2218,53,53,53,53,2338,2930,1299
S01003117,Battlefield,1788,2477,2202,2067,2751,2267,2434,1911,2194,2388,2351,1751,1166,2661,2392,2460,1243,2246,1205,2801,103,103,103,103,3911,3872,2376
S01003118,Pollokshaws,143,206,269,1420,217,285,122,1561,71,245,450,2311,84,90,238,1048,862,392,715,627,422,422,422,422,231,417,752
S01003119,Kingspark North,2863,3340,2701,3223,2447,2761,1827,3289,4145,4244,3630,3409,2475,2815,2672,3981,2126,2018,2266,2105,924,924,924,924,5017,3298,3094
S01003120,Pollok South and West,4863,4524,5027,4965,5400,4732,4352,4961,4424,4466,4896,4443,4286,4019,4105,3894,4320,4775,5147,5032,4309,4309,4309,4309,1731,3965,2671
S01003121,Crookston South,199,384,318,304,228,410,344,492,307,456,342,421,116,173,62,136,262,558,851,170,403,403,403,403,1458,1189,2016
S01003122,Toryglen and Oatlands,1246,1470,1790,2091,1090,1264,1430,1734,1568,1534,1923,2015,860,1362,1639,2059,1352,1096,1537,2203,1230,1230,1230,1230,4077,4703,3702
S01003123,Pollok South and West,3464,3930,3830,3730,4015,4331,3967,3369,2936,3803,3636,3343,3223,3153,2948,3333,4234,4007,3251,4175,2726,2726,2726,2726,4621,5407,4538
S01003124,Battlefield,3299,3761,4141,4208,3125,3224,3296,3994,3900,3475,4263,3493,2583,3887,4380,4040,2984,3375,4077,4039,364,364,364,364,3370,1727,3324
S01003125,Langside,2872,3224,3008,3618,3219,3248,2454,3266,3100,3458,3032,3160,1326,2927,3151,3206,4719,2004,3151,4245,179,179,179,179,4100,3632,4317
S01003126,Pollokshaws,136,331,1778,1834,142,317,2894,1957,199,538,2852,2702,91,262,937,1340,167,395,353,718,513,513,513,513,115,1755,2090
S01003127,Kingspark North,3098,3076,3480,2865,3308,2825,3044,2395,3434,3144,3638,2809,2601,3054,3157,3454,1834,2642,2541,3077,1338,1338,1338,1338,2263,3697,1796
S01003128,Mount Florida,1377,1434,1559,1387,1483,1182,929,874,1162,1240,1311,1507,664,1504,1680,1795,3682,1698,3107,1479,331,331,331,331,3054,4466,2520
S01003129,Langside,3312,3540,3358,3436,3272,2546,2778,2777,3119,3537,3265,3068,2278,3283,2859,3240,4431,3888,3640,3746,890,890,890,890,3488,2661,3741
S01003130,Mount Florida,2813,3412,2607,2904,2279,2671,2629,2542,2935,3429,2705,2884,2526,3302,2514,2113,4357,4470,3571,5013,288,288,288,288,1562,298,870
S01003131,Battlefield,3555,4078,4658,4037,3136,3716,4045,3101,4101,4775,5321,4374,2311,3897,3650,3717,3826,2840,3363,4150,644,644,644,644,1225,2802,1568
S01003132,Pollokshaws,226,317,807,834,316,423,806,609,95,262,674,883,159,317,670,1323,1167,233,916,569,196,196,196,196,2775,3399,3798
S01003133,Langside,5098,5100,4942,5099,4471,4495,4302,4431,4294,4347,4346,4890,3893,4429,3889,3109,6019,5657,5683,5906,3045,3045,3045,3045,4048,4058,4364
S01003134,Toryglen and Oatlands,482,776,1141,1010,352,590,751,1042,709,858,1522,986,634,779,1304,1236,438,836,797,933,279,279,279,279,2944,2742,877
S01003135,Toryglen and Oatlands,804,1475,1610,1582,979,1296,1448,1387,639,1493,1483,1932,490,998,1130,587,1769,1672,1988,2070,765,765,765,765,4698,4197,4411
S01003136,Mount Florida,2615,2572,3266,3519,2568,2650,2605,3220,3362,3929,4470,3588,1458,2152,2977,3168,2600,921,1900,3057,407,407,407,407,1585,2236,1976
S01003137,Shawlands East,3265,3733,3814,3427,2621,2815,2923,2305,3392,3586,3699,3777,2527,3217,3789,4634,5027,4464,3760,3153,441,441,441,441,3494,2933,1897
S01003138,Pollokshaws,440,833,1012,1173,835,1005,839,1096,230,737,1091,1150,357,780,1053,830,824,713,842,1430,186,186,186,186,1692,3359,2313
S01003139,Shawlands West,4600,4804,5012,5077,4264,3998,4447,4370,4822,4700,4817,4861,3187,4900,4460,4566,4782,4389,4620,4969,771,771,771,771,2247,2473,2321
S01003140,Crookston South,109,225,202,88,83,146,176,88,185,344,287,154,246,144,287,108,194,605,195,211,36,36,36,36,1613,1587,627
S01003141,Langside,5155,5724,5897,5305,5031,4661,5664,4143,5798,5341,5712,5044,3530,5255,5149,4132,3893,6160,5491,6386,1183,1183,1183,1183,3575,2431,4051
S01003142,Toryglen and Oatlands,303,424,446,503,452,264,440,575,173,358,373,511,251,576,351,165,1021,1030,800,980,129,129,129,129,1997,1749,2226
S01003143,Mount Florida,1860,2401,2243,2586,1944,1904,2028,2687,2042,2359,2010,1807,1224,2367,1977,1519,2198,2487,2673,4484,432,432,432,432,3155,2170,4257
S01003144,Crookston North,707,1068,944,1157,1083,887,812,1184,866,929,671,808,540,1041,1269,1347,526,1813,1621,1311,429,429,429,429,1507,1272,1901
S01003145,Carmyle and Mount Vernon South,922,1363,1602,1528,1345,1279,1402,1303,1104,1131,1516,1387,1529,1593,2328,2099,333,1645,1779,1998,592,592,592,592,5133,4018,4683
S01003146,Shawlands East,2917,3279,3883,3495,2607,2606,3153,3180,4057,4416,3904,3541,2438,3784,4104,4334,2312,1701,3253,2831,230,230,230,230,2217,2815,1318
S01003147,Crookston North,1182,1736,1805,1580,1828,1868,1843,1589,1053,1444,1862,1499,957,1111,1037,832,1030,2271,1977,1987,594,594,594,594,4252,3182,3668
S01003148,Carmyle and Mount Vernon South,1219,1488,1461,1942,1639,1538,1659,2214,1433,1575,1346,1767,932,1343,1217,1315,825,1052,1089,1719,822,822,822,822,2524,4027,3864
S01003149,Shawlands East,2510,3174,3212,3328,2677,2974,2999,2833,2858,2407,2334,2927,1926,3297,3321,3655,2555,3601,3641,3662,221,221,221,221,3867,5054,3542
S01003150,Toryglen and Oatlands,180,244,336,459,132,111,192,466,167,306,397,312,536,565,679,1139,177,261,288,366,706,706,706,706,1675,2227,1590
S01003151,Shettleston South,1990,1809,2724,2231,2013,1823,2406,2018,2233,1846,3009,2458,1084,1390,1513,1129,2458,2141,3191,3600,1900,1900,1900,1900,1149,1925,1376
S01003152,Battlefield,1360,1569,1451,1415,1542,1349,1152,1009,1046,1322,1526,1663,934,1318,1054,776,2867,2729,2026,2365,525,525,525,525,2138,2377,3058
S01003153,Maxwell Park,4676,5286,5326,5827,3849,4461,4689,5143,4266,4972,5371,5852,3061,3773,3063,3605,5403,5323,5836,5865,4010,4010,4010,4010,3947,3174,4397
S01003154,Shawlands East,2016,2515,2129,2451,1918,1891,1775,2229,2518,2644,2279,2681,1465,2380,1827,2547,2165,3050,2738,2689,285,285,285,285,1889,1368,713
S01003155,Pollok South and West,5670,5568,5712,5630,5924,5175,4590,5465,5628,5548,5588,5357,5294,5193,5013,4587,4344,5103,5468,5336,6173,6173,6173,6173,2573,4923,3466
S01003156,Battlefield,2523,2349,2500,2774,2336,2212,1759,2375,3578,4562,4359,4640,1113,1123,1311,1550,2746,2338,4668,4261,578,578,578,578,168,171,65
S01003157,Shawlands West,1666,1707,1850,2301,1494,1546,1249,2666,2096,2557,3305,3248,1392,2203,2309,1793,1772,943,1198,1501,330,330,330,330,404,531,374
S01003158,Toryglen and Oatlands,13,40,25,346,29,85,4,304,11,97,24,570,6,48,178,1439,112,64,68,124,1007,1007,1007,1007,176,485,502
S01003159,Toryglen and Oatlands,57,101,124,761,65,171,145,1138,142,199,234,1286,15,328,397,1207,125,19,70,202,410,410,410,410,80,89,87
S01003160,Crookston North,323,315,485,290,255,277,547,241,554,438,635,315,1005,521,545,408,143,237,286,675,449,449,449,449,715,849,489
S01003161,Crookston North,1009,1621,1520,1362,1328,1191,1306,1411,1036,1952,1972,1608,873,1149,649,791,1172,2254,1923,1151,717,717,717,717,2731,3068,2266
S01003162,Carmyle and Mount Vernon South,310,379,498,806,558,526,752,1120,448,434,313,469,383,422,419,646,43,90,557,1436,481,481,481,481,3390,3473,3083
S01003163,Maxwell Park,5348,6028,5407,5682,5146,4649,3624,4646,5117,5857,5511,5545,3814,5485,5293,5335,4274,5291,5496,6066,2896,2896,2896,2896,5011,4306,2433
S01003164,Battlefield,1645,1453,1820,2728,1428,1319,979,2837,2012,1428,2300,2432,1063,870,1940,2438,2472,3051,3125,3413,619,619,619,619,827,1651,1552
S01003165,Govanhill East and Aikenhead,1583,1615,1706,1845,1761,1483,1469,1800,1431,1275,1698,1975,1278,1849,2379,1675,2692,2732,1773,1581,169,169,169,169,1313,1219,1928
S01003166,Shawlands West,2731,2941,3802,3841,2814,3713,3929,3578,3805,3671,4683,3844,1964,4066,4282,4520,2315,844,2103,3338,114,114,114,114,854,725,1188
S01003167,Pollok South and West,164,466,522,452,202,599,757,387,227,646,724,776,288,341,303,653,169,338,281,282,47,47,47,47,1120,1849,748
S01003168,Shawlands West,2715,3163,3460,4652,2669,2458,3240,3960,3731,3916,4886,4580,2576,3714,3746,4495,1577,1575,855,3514,271,271,271,271,3987,5672,4395
S01003169,Pollok South and West,2125,2389,3543,3499,3829,3230,3477,4000,796,1277,2624,2891,2844,2020,3265,2053,3324,3773,3863,3608,3282,3282,3282,3282,3079,3665,3814
S01003170,Maxwell Park,4091,4269,3843,4136,3130,3653,2319,3482,3709,3914,4398,3986,5014,4435,3751,4015,4142,3292,4134,4515,3186,3186,3186,3186,3044,3716,3447
S01003171,Maxwell Park,4717,5118,4684,4744,4960,4966,3669,4769,5893,5645,5462,5547,3877,5251,5525,4679,3852,3711,4178,5203,5855,5855,5855,5855,2067,3993,1991
S01003172,Strathbungo,1712,2104,2369,2187,1806,1693,1529,2162,1958,3101,3614,3558,1188,2915,3496,5093,2719,1137,1739,454,113,113,113,113,1062,879,563
S01003173,Strathbungo,2330,3319,2765,3098,2197,3076,2238,3255,3046,3813,3445,2901,1092,3567,3006,3853,3502,3200,2672,3008,263,263,263,263,462,573,592
S01003174,Govanhill West,1574,1745,1312,2226,1338,1233,551,1993,1912,2027,2135,2589,1179,2128,2386,3211,2729,2497,1350,1165,140,140,140,140,852,1337,1889
S01003175,Govanhill East and Aikenhead,517,623,456,695,563,409,224,458,380,410,377,521,401,719,708,1112,1125,1921,1155,1223,568,568,568,568,2553,2618,2018
S01003176,Strathbungo,1584,966,1490,2070,1722,1060,2111,2712,1669,814,1941,2364,701,861,960,1153,3660,2568,1261,3188,138,138,138,138,74,146,145
S01003177,Strathbungo,4421,4695,4795,4355,3741,3561,3762,3820,4150,4253,4557,4298,2867,3399,3675,2594,5754,5851,5269,5619,1963,1963,1963,1963,4702,4158,2972
S01003178,Mosspark,289,880,1255,1273,364,809,1375,1682,540,1040,1715,1440,281,1746,1869,1284,338,431,503,634,399,399,399,399,3092,2787,3810
S01003179,Govanhill West,1382,2078,1648,2641,1240,1765,766,3069,2464,3059,2980,4057,859,1962,3954,2708,1642,1372,828,912,11,11,11,11,1822,2292,937
S01003180,Shettleston South,3047,4092,4385,4507,3847,4557,4545,4963,3354,4139,4204,4053,3352,3369,4030,3806,2010,3577,3736,3350,1556,1556,1556,1556,4334,4236,6012
S01003181,Pollok North and East,272,522,561,439,445,508,791,614,399,676,839,675,433,506,204,126,199,493,481,547,75,75,75,75,2272,2022,2194
S01003182,Pollok North and East,188,279,511,293,243,219,495,252,298,451,1308,599,210,236,211,245,186,496,234,204,116,116,116,116,610,1543,2513
S01003183,Strathbungo,1624,1948,2946,2283,1781,2103,3362,3079,2312,2993,4844,3376,1023,2320,4681,4498,1767,905,635,258,35,35,35,35,453,541,1382
S01003184,Pollok North and East,69,167,170,105,113,162,133,98,170,404,525,241,70,82,69,122,48,193,244,89,125,125,125,125,685,792,1631
S01003185,Govanhill East and Aikenhead,216,159,123,427,321,253,121,476,181,117,231,837,205,199,169,170,390,263,88,256,76,76,76,76,516,1063,1788
S01003186,Maxwell Park,5264,5450,4589,4770,4364,5110,3438,4220,5119,5073,5301,5296,3951,5434,5471,4985,6123,4487,3963,3378,3105,3105,3105,3105,2046,1048,2139
